team,orb_rate_off_gravity,orb_rate_def_gravity,orb_rate_off_avg,orb_rate_def_avg
Troy,0.8883757376658452,1.2230361239605172,33.53954496420509,29.444576564213754
Tulane,0.9293839477463224,0.5423342214670642,18.681383955427226,33.02030140143227
Tulsa,0.776703279596111,1.810604982911787,29.583088481560644,26.48011897891322
UAB,0.6218356834996555,1.1693804997248953,30.131430490846594,24.91344032112198
UC Davis,0.8463130867609824,1.2697114498521644,23.564981757960535,28.73952999560422
UC Irvine,0.8670582411392098,1.574922509191596,28.616639503462704,29.189217121528124
UC Riverside,0.8750823235575438,-0.4292868854450378,25.396679418214653,27.49630971132565
UC San Diego,0.8758965140031904,0.4769176779568643,23.7964699453828,25.252290496972154
UC Santa Barbara,0.8593430138293113,0.6207186354711786,30.450678052513542,22.408457633168084
UCF,1.332768893394166,2.343473671449732,32.5086281186436,26.72197959281561
UCLA,2.5040047116992463,-0.24035487651753015,29.24063047526849,30.061942396920564
UMBC,1.2905794081730542,0.3794321341590681,22.73991980067784,23.282593467697538
UMKC,0.9397940655059289,1.1821507773599702,24.6634055488396,34.50135390135368
UMass Lowell,0.6736495553172573,-1.7288815448975463,30.586269626577607,27.082667080032532
UNC Asheville,0.20079819215431136,1.0876267864471878,27.95420593579683,29.530173871788396
UNC Greensboro,1.3171125870417462,-1.2752724628877463,25.38996988600501,27.831445417748473
UNC Wilmington,0.8504077027074297,1.018532359046971,34.13504944761509,23.16737032453094
UNLV,1.5538071702201632,1.1666571862148607,29.71849853843736,27.818433873162196
USC,1.6187354721152987,-0.5402152442482844,30.808175901825983,29.660619080376566
USC Upstate,1.1069375587255421,0.9101603306024606,25.95758627562654,29.483486437541433
UT Arlington,1.0056625429033637,1.5225214125621809,33.27053510110706,26.673059127553852
UT Rio Grande Valley,1.1228925677857884,-0.12049049765159746,25.97485819318655,29.079634494195904
UTEP,0.8498205833257408,1.1801235190537456,23.69831888749538,31.079886195741988
UTSA,0.28112130188338,0.839173706123887,26.927649677112555,37.240534128315225
Utah,0.0735712456411739,-1.2214090667507715,26.08890468374096,28.931801088918352
Utah St.,1.4134810894745227,0.4461998497656444,31.526961625985663,30.40176425879958
Utah Tech,0.7971945312488692,0.605688762997031,26.158317779593943,32.467764675014834
Utah Valley,1.1882718370582475,1.0703512685907128,32.86755807453392,27.81842356917023
VCU,1.149734774721949,1.1724710148587514,32.184472802028715,26.89537236182138
